OBJECTID,AQI,Category,ResponsiblePollutant,PollenCount,PollenType,PollenDescription,ReportDateTime
8089,57,Moderate,PM2.5,5,Ragweed,Slight,2003/09/03 05:00:00+00
8090,51,Moderate,PM2.5,5,Ragweed,Slight,2003/09/02 05:00:00+00
8091,37,Good,PM2.5,,,Not on file,2003/09/01 05:00:00+00
8092,49,Good,PM2.5,,,Not on file,2003/08/31 05:00:00+00
8093,62,Moderate,PM2.5,,,Not on file,2003/08/30 05:00:00+00
8094,66,Moderate,PM2.5,2,Ragweed,Slight,2003/08/29 05:00:00+00
8095,94,Moderate,PM2.5,7,Ragweed,Moderate,2003/08/28 05:00:00+00
8096,107,Unhealthy for Sensitive Groups,PM2.5,8,Ragweed,Moderate,2003/08/27 05:00:00+00
8097,102,Unhealthy for Sensitive Groups,PM2.5,5,Ragweed,Slight,2003/08/26 05:00:00+00
8098,83,Moderate,PM2.5,8,Grass,Moderate,2003/08/25 05:00:00+00
8099,75,Moderate,PM2.5,,,Not on file,2003/08/24 05:00:00+00
8100,78,Moderate,PM2.5,,,Not on file,2003/08/23 05:00:00+00
8101,90,Moderate,PM2.5,2,Grass, Ragweed,2003/08/22 05:00:00+00
8102,97,Moderate,PM2.5,9,Grass, Ragweed,2003/08/21 05:00:00+00
8103,,Not on file,,,,Not on file,2003/08/20 05:00:00+00
8104,95,Moderate,PM2.5,3,Grass, Ragweed,2003/08/20 05:00:00+00
8105,90,Moderate,PM2.5,11,Grass, Ragweed,2003/08/19 05:00:00+00
8106,44,Good,Ozone 8-hr,3,,Slight,2003/08/18 05:00:00+00
8107,77,Moderate,PM2.5,,,Not on file,2003/08/17 05:00:00+00
8108,69,Moderate,PM2.5,,,Not on file,2003/08/16 05:00:00+00
8109,54,Moderate,PM2.5,1,Grass,Slight,2003/08/15 05:00:00+00
8110,71,Moderate,PM2.5,1,Grass,Slight,2003/08/14 05:00:00+00
8111,71,Moderate,PM2.5,1,Grass,Slight,2003/08/13 05:00:00+00
8112,88,Moderate,PM2.5,1,Grass,Slight,2003/08/12 05:00:00+00
8113,87,Moderate,PM2.5,6,Grass,Moderate,2003/08/11 05:00:00+00
8114,70,Moderate,PM2.5,,,Not on file,2003/08/10 05:00:00+00
8115,80,Moderate,PM2.5,,,Not on file,2003/08/09 05:00:00+00
8116,80,Moderate,PM2.5,3,Grass,Slight,2003/08/08 05:00:00+00
8117,76,Moderate,PM2.5,5,Grass,Slight,2003/08/07 05:00:00+00
8118,67,Moderate,PM2.5,5,Grass,Slight,2003/08/06 05:00:00+00
8119,46,Good,PM2.5,3,Grass,Slight,2003/08/05 05:00:00+00
8120,44,Good,PM2.5,8,Grass,Moderate,2003/08/04 05:00:00+00
8121,67,Moderate,PM2.5,,,Not on file,2003/08/03 05:00:00+00
8122,68,Moderate,PM2.5,,,Not on file,2003/08/02 05:00:00+00
8123,63,Moderate,PM2.5,4,, Grass,2003/08/01 05:00:00+00
8124,74,Moderate,PM2.5,31,Grass,Extremely Heavy,2003/07/31 05:00:00+00
8125,55,Moderate,PM2.5,5,Grass,Slight,2003/07/30 05:00:00+00
8126,72,Moderate,PM2.5,16,Grass,Heavy,2003/07/29 05:00:00+00
8127,93,Moderate,PM2.5,4,Grass,Slight,2003/07/28 05:00:00+00
8128,90,Moderate,PM2.5,,,Not on file,2003/07/27 05:00:00+00
8129,60,Moderate,PM2.5,,,Not on file,2003/07/26 05:00:00+00
8130,58,Moderate,PM2.5,4,Grass,Slight,2003/07/25 05:00:00+00
8131,57,Moderate,PM2.5,5,Grass,Slight,2003/07/24 05:00:00+00
8132,44,Good,PM2.5,9,Grass,Moderate,2003/07/23 05:00:00+00
8133,,Not on file,,,,Not on file,2003/07/22 05:00:00+00
8134,95,Moderate,PM2.5,8,Grass,Moderate,2003/07/22 05:00:00+00
8135,113,Unhealthy for Sensitive Groups,PM2.5,18,Grass,Heavy,2003/07/21 05:00:00+00
8136,94,Moderate,PM2.5,,,Not on file,2003/07/20 05:00:00+00
8137,100,Moderate,PM2.5,,,Not on file,2003/07/19 05:00:00+00
8138,85,Moderate,PM2.5,2,Grass,Slight,2003/07/18 05:00:00+00
8139,64,Moderate,PM2.5,4,Grass,Slight,2003/07/17 05:00:00+00
8140,56,Moderate,PM2.5,5,Grass,Slight,2003/07/16 05:00:00+00
8141,53,Moderate,PM2.5,13,Grass,Moderate,2003/07/15 05:00:00+00
8142,51,Moderate,PM2.5,2,Grass,Slight,2003/07/14 05:00:00+00
8143,47,Good,PM2.5,,,Not on file,2003/07/13 05:00:00+00
8144,39,Good,Ozone 8-hr,,,Not on file,2003/07/12 05:00:00+00
8145,54,Moderate,PM2.5,2,Grass,Slight,2003/07/11 05:00:00+00
8146,66,Moderate,PM2.5,2,Grass,Slight,2003/07/10 05:00:00+00
8147,72,Moderate,PM2.5,4,Grass,Slight,2003/07/09 05:00:00+00
8148,69,Moderate,PM2.5,4,Grass,Slight,2003/07/08 05:00:00+00
8149,41,Good,PM2.5,6,Grass,Moderate,2003/07/07 05:00:00+00
8150,78,Moderate,PM2.5,,,Not on file,2003/07/06 05:00:00+00
8151,105,Unhealthy for Sensitive Groups,PM2.5,,,Not on file,2003/07/05 05:00:00+00
8152,103,Unhealthy for Sensitive Groups,PM2.5,,,Not on file,2003/07/04 05:00:00+00
8153,64,Moderate,PM2.5,2,Grass, Pine,2003/07/03 05:00:00+00
8154,32,Good,PM2.5,2,Pine,Slight,2003/07/02 05:00:00+00
8155,80,Moderate,PM2.5,2,Grass, Pine,2003/07/01 05:00:00+00
8156,79,Moderate,PM2.5,7,Grass, Pine,2003/06/30 05:00:00+00
8157,,Not on file,,,,Not on file,2003/06/29 05:00:00+00
8158,51,Moderate,Ozone 8-hr,,,Not on file,2003/06/29 05:00:00+00
8159,63,Moderate,PM2.5,,,Not on file,2003/06/28 05:00:00+00
8160,63,Moderate,PM2.5,,,Not on file,2003/06/28 05:00:00+00
8161,93,Moderate,PM2.5,2,Grass,Slight,2003/06/27 05:00:00+00
8162,,Not on file,,,,Not on file,2003/06/26 05:00:00+00
8163,92,Moderate,PM2.5,4,Grass,Slight,2003/06/26 05:00:00+00
8164,102,Unhealthy for Sensitive Groups,Ozone 8-hr,2,Grass,Slight,2003/06/25 05:00:00+00
8165,97,Moderate,Ozone 8-hr,2,, Grass,2003/06/24 05:00:00+00
8166,54,Moderate,PM2.5,6,Grass, Pine,2003/06/23 05:00:00+00
8167,43,Good,Ozone 8-hr,,,Not on file,2003/06/23 05:00:00+00
8168,43,Good,Ozone 8-hr,,,Not on file,2003/06/22 05:00:00+00
8169,68,Moderate,PM2.5,,,Not on file,2003/06/21 05:00:00+00
8170,,Not on file,,,,Not on file,2003/06/21 05:00:00+00
8171,85,Moderate,PM2.5,4,Grass,Slight,2003/06/20 05:00:00+00
8172,74,Moderate,PM2.5,3,Grass, Pine,2003/06/19 05:00:00+00
8173,,Not on file,,,,Not on file,2003/06/18 05:00:00+00
8174,76,Moderate,PM2.5,2,Grass,Slight,2003/06/18 05:00:00+00
8175,60,Moderate,PM2.5,2,Grass, Oak,2003/06/17 05:00:00+00
8176,57,Moderate,PM2.5,4,Grass, Oak,2003/06/16 05:00:00+00
8177,,Not on file,,,,Not on file,2003/06/15 05:00:00+00
8178,34,Good,PM2.5,,,Not on file,2003/06/15 05:00:00+00
8179,35,Good,PM2.5,,,Not on file,2003/06/14 05:00:00+00
8180,,Not on file,,,,Not on file,2003/06/14 05:00:00+00
8181,32,Good,Ozone 8-hr,2,Grass,Slight,2003/06/13 05:00:00+00
8182,43,Good,PM2.5,3,Grass, Pine,2003/06/12 05:00:00+00
8183,,Not on file,,,,Not on file,2003/06/11 05:00:00+00
8184,41,Good,PM2.5,2,Grass,Slight,2003/06/11 05:00:00+00
8185,43,Good,PM2.5,5,Grass, Oak,2003/06/10 05:00:00+00
8186,54,Moderate,PM2.5,2,Grass, Oak,2003/06/09 05:00:00+00
8187,,Not on file,,,,Not on file,2003/06/08 05:00:00+00
8188,59,Moderate,PM2.5,,,Not on file,2003/06/08 05:00:00+00
8189,84,Moderate,PM2.5,,,Not on file,2003/06/07 05:00:00+00
8190,84,Moderate,PM2.5,,,Not on file,2003/06/07 05:00:00+00
8191,80,Moderate,PM2.5,7,Grass, Oak,2003/06/06 05:00:00+00
8192,58,Moderate,PM2.5,2,Grass,Slight,2003/06/05 05:00:00+00
8193,54,Moderate,PM2.5,2,Grass, Pine,2003/06/04 05:00:00+00
8194,42,Good,PM2.5,5,Cedar, Grass,2003/06/03 05:00:00+00
8195,43,Good,PM2.5,8,Birch, Cedar,2003/06/02 05:00:00+00
8196,53,Moderate,PM2.5,,,Not on file,2003/06/01 05:00:00+00
8197,53,Moderate,PM2.5,,,Not on file,2003/06/01 05:00:00+00
8198,53,Moderate,PM2.5,,,Not on file,2003/05/31 05:00:00+00
8199,49,Good,PM2.5,35,Cedar, Grass,2003/05/30 05:00:00+00
8200,54,Moderate,PM2.5,15,Cedar, Grass,2003/05/29 05:00:00+00
8201,57,Moderate,PM2.5,12,Cedar, Grass,2003/05/28 05:00:00+00
8202,54,Moderate,PM2.5,43,Cedar, Grass,2003/05/27 05:00:00+00
8203,73,Moderate,PM2.5,,,Not on file,2003/05/25 05:00:00+00
8204,77,Moderate,PM2.5,,,Not on file,2003/05/24 05:00:00+00
8205,66,Moderate,PM2.5,32,Grass,Extremely Heavy,2003/05/23 05:00:00+00
8206,42,Good,PM2.5,2,Grass,Slight,2003/05/22 05:00:00+00
8207,54,Moderate,PM2.5,2,Grass,Slight,2003/05/21 05:00:00+00
8208,51,Moderate,PM2.5,9,Grass, Pine,2003/05/20 05:00:00+00
8209,28,Good,Ozone 8-hr,3,Grass, Pine,2003/05/19 05:00:00+00
8210,42,Good,PM2.5,,,Not on file,2003/05/18 05:00:00+00
8211,31,Good,Ozone 8-hr,,,Not on file,2003/05/17 05:00:00+00
8212,52,Moderate,PM2.5,9,Grass, Pine,2003/05/16 05:00:00+00
8213,48,Good,PM2.5,7,Grass, Pine,2003/05/15 05:00:00+00
8214,46,Good,PM2.5,17,Grass, Maple,2003/05/14 05:00:00+00
8215,33,Good,PM2.5,20,Grass, Pine,2003/05/13 05:00:00+00
8216,35,Good,PM2.5,2,Grass, Maple,2003/05/12 05:00:00+00
8217,65,Moderate,PM2.5,,,Not on file,2003/05/11 05:00:00+00
8218,73,Moderate,PM2.5,,,Not on file,2003/05/10 05:00:00+00
8219,,Not on file,,,,Not on file,2003/05/09 05:00:00+00
8220,60,Moderate,PM2.5,50,Grass, Pine,2003/05/09 05:00:00+00
8221,26,Good,PM2.5,2,Grass,Slight,2003/05/08 05:00:00+00
8222,,Not on file,,,,Not on file,2003/05/08 05:00:00+00
8223,28,Good,PM2.5,0,,Slight,2003/05/07 05:00:00+00
8224,53,Moderate,PM2.5,0,,Slight,2003/05/06 05:00:00+00
8225,51,Moderate,PM2.5,7,Grass, Maple,2003/05/05 05:00:00+00
8226,59,Moderate,PM2.5,,,Not on file,2003/05/04 05:00:00+00
8227,,Not on file,,,,Not on file,2003/05/03 05:00:00+00
8228,53,Moderate,PM2.5,,,Not on file,2003/05/03 05:00:00+00
8229,85,Moderate,PM2.5,23,Grass, Maple,2003/05/02 05:00:00+00
8230,,Not on file,,,,Not on file,2003/05/02 05:00:00+00
8231,68,Moderate,PM2.5,51,Grass, Maple,2003/05/01 05:00:00+00
8232,85,Moderate,PM2.5,39,, Grass,2003/04/30 05:00:00+00
8233,73,Moderate,PM2.5,48,, Grass,2003/04/29 05:00:00+00
8234,69,Moderate,PM2.5,36,, Grass,2003/04/28 05:00:00+00
8235,66,Moderate,PM2.5,,,Not on file,2003/04/27 05:00:00+00
8236,38,Good,PM2.5,,,Not on file,2003/04/26 05:00:00+00
8237,38,Good,PM2.5,,,Not on file,2003/04/26 05:00:00+00
8238,42,Good,PM2.5,13,, Grass,2003/04/25 05:00:00+00
8239,44,Good,PM2.5,15,, Grass,2003/04/24 05:00:00+00
8240,32,Good,PM2.5,43,, Grass,2003/04/23 05:00:00+00
8241,47,Good,PM2.5,44,, Grass,2003/04/22 05:00:00+00
8242,38,Good,PM2.5,38,, Grass,2003/04/21 05:00:00+00
8243,61,Moderate,PM2.5,,,Not on file,2003/04/20 05:00:00+00
8244,59,Moderate,PM2.5,,,Not on file,2003/04/19 05:00:00+00
8245,58,Moderate,PM2.5,39,, Grass,2003/04/18 05:00:00+00
8246,75,Moderate,Ozone 8-hr,5,, Grass,2003/04/17 05:00:00+00
8247,87,Moderate,PM2.5,227,, Grass,2003/04/16 05:00:00+00
8248,95,Moderate,Ozone 8-hr,240,, Grass,2003/04/15 05:00:00+00
8249,57,Moderate,PM2.5,95,Grass, Hackberry,2003/04/14 05:00:00+00
8250,59,Moderate,PM2.5,,,Not on file,2003/04/13 05:00:00+00
8251,50,Good,PM2.5,,,Not on file,2003/04/12 05:00:00+00
8252,45,Good,PM2.5,56,, Elm,2003/04/11 05:00:00+00
8253,47,Good,PM2.5,6,, Elm,2003/04/10 05:00:00+00
8254,54,Moderate,PM2.5,127,, Cedar,2003/04/09 05:00:00+00
8255,40,Good,PM2.5,275,, Cedar,2003/04/08 05:00:00+00
8256,43,Good,PM2.5,0,,Slight,2003/04/07 05:00:00+00
8257,37,Good,PM2.5,,,Not on file,2003/04/06 06:00:00+00
8258,49,Good,PM2.5,,,Not on file,2003/04/05 06:00:00+00
8259,43,Good,PM2.5,673,, Cedar,2003/04/04 06:00:00+00
8260,42,Good,Ozone 8-hr,860,, Cedar,2003/04/03 06:00:00+00
8261,45,Good,Ozone 8-hr,433,, Cedar,2003/04/02 06:00:00+00
8262,37,Good,PM2.5,354,, Cedar,2003/04/01 06:00:00+00
8263,32,Good,PM2.5,230,, Cedar,2003/03/31 06:00:00+00
8264,29,Good,Ozone 8-hr,,,Not on file,2003/03/30 06:00:00+00
8265,59,Moderate,PM2.5,,,Not on file,2003/03/29 06:00:00+00
8266,58,Moderate,PM2.5,433,, Cedar,2003/03/28 06:00:00+00
8267,33,Good,PM2.5,53,, Cedar,2003/03/27 06:00:00+00
8268,54,Moderate,PM2.5,75,, Maple,2003/03/26 06:00:00+00
8269,52,Moderate,PM2.5,226,, Maple,2003/03/25 06:00:00+00
8270,42,Good,PM2.5,18,, Maple,2003/03/24 06:00:00+00
8271,41,Good,PM2.5,,,Not on file,2003/03/23 06:00:00+00
8272,38,Good,PM2.5,,,Not on file,2003/03/22 06:00:00+00
8273,38,Good,Ozone 8-hr,33,, Maple,2003/03/21 06:00:00+00
8274,37,Good,Ozone 8-hr,5,Elm, Maple,2003/03/20 06:00:00+00
8275,43,Good,PM2.5,19,, Elm,2003/03/19 06:00:00+00
8276,64,Moderate,PM2.5,9,, Elm,2003/03/18 06:00:00+00
8277,63,Moderate,PM2.5,30,,Extremely Heavy,2003/03/17 06:00:00+00
8278,,Not on file,,,, Elm,2003/03/17 06:00:00+00
8279,63,Moderate,PM2.5,30,, Elm,2003/03/17 06:00:00+00
8280,60,Moderate,PM2.5,,,Not on file,2003/03/16 06:00:00+00
8281,60,Moderate,PM2.5,,,Not on file,2003/03/15 06:00:00+00
8282,71,Moderate,PM2.5,103,Elm, Maple,2003/03/14 06:00:00+00
8283,70,Moderate,PM2.5,151,, Elm,2003/03/13 06:00:00+00
8284,54,Moderate,PM2.5,93,Elm, Maple,2003/03/12 06:00:00+00
8285,35,Good,PM2.5,5,Elm, Maple,2003/03/11 06:00:00+00
8286,46,Good,PM2.5,17,Cedar, Maple,2003/03/10 06:00:00+00
8287,52,Moderate,PM2.5,,,Not on file,2003/03/09 06:00:00+00
8288,52,Moderate,PM2.5,,,Not on file,2003/03/08 06:00:00+00
8289,44,Good,PM2.5,3,Maple,Slight,2003/03/07 06:00:00+00
8290,36,Good,PM2.5,9,Maple,Moderate,2003/03/06 06:00:00+00
8291,43,Good,PM2.5,8,Maple,Moderate,2003/03/05 06:00:00+00
8292,44,Good,PM2.5,1,Maple,Slight,2003/03/04 06:00:00+00
8293,59,Moderate,PM2.5,1,Elm,Slight,2003/03/03 06:00:00+00
8294,65,Moderate,PM2.5,,,Not on file,2003/03/02 06:00:00+00
8295,67,Moderate,PM2.5,,,Not on file,2003/03/01 06:00:00+00
8296,61,Moderate,PM2.5,,,Not on file,2003/02/28 06:00:00+00
8297,52,Moderate,PM2.5,,,Not on file,2003/02/27 06:00:00+00
8298,38,Good,PM2.5,,,Not on file,2003/02/26 06:00:00+00
8299,42,Good,PM2.5,,,Not on file,2003/02/25 06:00:00+00
8300,44,Good,PM2.5,,,Not on file,2003/02/24 06:00:00+00
8301,38,Good,PM2.5,,,Not on file,2003/02/23 06:00:00+00
8302,46,Good,PM2.5,,,Not on file,2003/02/22 06:00:00+00
8303,48,Good,PM2.5,,,Not on file,2003/02/21 06:00:00+00
8304,57,Moderate,PM2.5,,,Not on file,2003/02/20 06:00:00+00
8305,57,Moderate,PM2.5,,,Not on file,2003/02/19 06:00:00+00
8306,48,Good,PM2.5,,,Not on file,2003/02/18 06:00:00+00
8307,,Not on file,,,,Not on file,2003/02/17 06:00:00+00
8308,32,Good,PM2.5,,,Not on file,2003/02/17 06:00:00+00
8309,49,Good,PM2.5,,,Not on file,2003/02/16 06:00:00+00
8310,49,Good,PM2.5,,,Not on file,2003/02/16 06:00:00+00
8311,47,Good,PM2.5,,,Not on file,2003/02/15 06:00:00+00
8312,40,Good,Carbon monoxide,,,Not on file,2003/02/14 06:00:00+00
8313,28,Good,Carbon monoxide,,,Not on file,2003/02/13 06:00:00+00
8314,40,Good,PM2.5,,,Not on file,2003/02/12 06:00:00+00
8315,38,Good,PM2.5,,,Not on file,2003/02/11 06:00:00+00
8316,24,Good,PM2.5,,,Not on file,2003/02/10 06:00:00+00
8317,50,Good,PM2.5,,,Not on file,2003/02/09 06:00:00+00
8318,50,Good,PM2.5,,,Not on file,2003/02/08 06:00:00+00
8319,24,Good,PM2.5,,,Not on file,2003/02/07 06:00:00+00
8320,24,Good,PM2.5,,,Not on file,2003/02/06 06:00:00+00
8321,28,Good,PM2.5,,,Not on file,2003/02/05 06:00:00+00
8322,52,Moderate,PM2.5,,,Not on file,2003/02/04 06:00:00+00
8323,41,Good,PM2.5,,,Not on file,2003/02/03 06:00:00+00
8324,39,Good,PM2.5,,,Not on file,2003/02/02 06:00:00+00
8325,53,Moderate,PM2.5,,,Not on file,2003/02/01 06:00:00+00
8326,55,Moderate,PM2.5,,,Not on file,2003/01/31 06:00:00+00
8327,57,Moderate,PM2.5,,,Not on file,2003/01/30 06:00:00+00
8328,57,Moderate,PM2.5,,,Not on file,2003/01/29 06:00:00+00
8329,27,Good,PM2.5,,,Not on file,2003/01/28 06:00:00+00
8330,44,Good,PM2.5,,,Not on file,2003/01/27 06:00:00+00
8331,44,Good,PM2.5,,,Not on file,2003/01/26 06:00:00+00
8332,36,Good,PM2.5,,,Not on file,2003/01/25 06:00:00+00
8333,14,Good,PM10,,,Not on file,2003/01/24 06:00:00+00
8334,20,Good,PM10,,,Not on file,2003/01/23 06:00:00+00
8335,28,Good,Carbon monoxide,,,Not on file,2003/01/22 06:00:00+00
8336,29,Good,Carbon monoxide,,,Not on file,2003/01/21 06:00:00+00
8337,32,Good,PM2.5,,,Not on file,2003/01/20 06:00:00+00
8338,43,Good,PM2.5,,,Not on file,2003/01/19 06:00:00+00
8339,36,Good,PM2.5,,,Not on file,2003/01/18 06:00:00+00
8340,32,Good,Carbon monoxide,,,Not on file,2003/01/17 06:00:00+00
8341,24,Good,PM2.5,,,Not on file,2003/01/16 06:00:00+00
8342,53,Moderate,PM2.5,,,Not on file,2003/01/15 06:00:00+00
8343,48,Good,PM2.5,,,Not on file,2003/01/14 06:00:00+00
8344,27,Good,PM2.5,,,Not on file,2003/01/13 06:00:00+00
8345,23,Good,PM2.5,,,Not on file,2003/01/12 06:00:00+00
8346,28,Good,PM2.5,,,Not on file,2003/01/11 06:00:00+00
8347,35,Good,PM2.5,,,Not on file,2003/01/10 06:00:00+00
8348,30,Good,PM2.5,,,Not on file,2003/01/09 06:00:00+00
8349,32,Good,PM2.5,,,Not on file,2003/01/08 06:00:00+00
8350,31,Good,PM2.5,,,Not on file,2003/01/07 06:00:00+00
8351,30,Good,PM2.5,,,Not on file,2003/01/06 06:00:00+00
8352,38,Good,PM2.5,,,Not on file,2003/01/05 06:00:00+00
8353,34,Good,PM2.5,,,Not on file,2003/01/04 06:00:00+00
8354,19,Good,PM2.5,,,Not on file,2003/01/03 06:00:00+00
8355,42,Good,PM2.5,,,Not on file,2003/01/02 06:00:00+00
8356,41,Good,PM2.5,,,Not on file,2003/01/01 06:00:00+00
8357,61,Moderate,PM2.5,,,Not on file,2003/01/01 06:00:00+00
8358,38,Good,PM2.5,,,Not on file,2002/12/31 06:00:00+00
8359,37,Good,PM2.5,,,Not on file,2002/12/30 06:00:00+00
8360,45,Good,PM2.5,,,Not on file,2002/12/27 06:00:00+00
8361,29,Good,PM2.5,,,Not on file,2002/12/26 06:00:00+00
8362,22,Good,PM2.5,,,Not on file,2002/12/23 06:00:00+00
8363,46,Good,PM2.5,,,Not on file,2002/12/20 06:00:00+00
8364,50,Good,PM2.5,,,Not on file,2002/12/19 06:00:00+00
8365,48,Good,PM2.5,,,Not on file,2002/12/18 06:00:00+00
8366,46,Good,PM2.5,,,Not on file,2002/12/17 06:00:00+00
8367,56,Moderate,PM2.5,,,Not on file,2002/12/16 06:00:00+00
8368,46,Good,PM2.5,,,Not on file,2002/12/13 06:00:00+00
8369,45,Good,PM2.5,,,Not on file,2002/12/12 06:00:00+00
8370,29,Good,PM2.5,,,Not on file,2002/12/11 06:00:00+00
8371,44,Good,PM2.5,,,Not on file,2002/12/10 06:00:00+00
8372,60,Moderate,PM2.5,,,Not on file,2002/12/09 06:00:00+00
8373,44,Good,PM2.5,,,Not on file,2002/12/06 06:00:00+00
8374,31,Good,PM2.5,,,Not on file,2002/12/05 06:00:00+00
8375,46,Good,PM2.5,,,Not on file,2002/12/04 06:00:00+00
8376,44,Good,PM2.5,,,Not on file,2002/12/03 06:00:00+00
8377,30,Good,PM2.5,,,Not on file,2002/12/02 06:00:00+00
8378,39,Good,PM2.5,,,Not on file,2002/11/27 06:00:00+00
8379,46,Good,PM2.5,,,Not on file,2002/11/26 06:00:00+00
8380,41,Good,PM2.5,,,Not on file,2002/11/25 06:00:00+00
8381,54,Moderate,PM2.5,,,Not on file,2002/11/22 06:00:00+00
8382,55,Moderate,PM2.5,,,Not on file,2002/11/21 06:00:00+00
8383,20,Good,PM2.5,,,Not on file,2002/11/20 06:00:00+00
8384,40,Good,PM2.5,,,Not on file,2002/11/19 06:00:00+00
8385,38,Good,PM2.5,,,Not on file,2002/11/18 06:00:00+00
8386,41,Good,PM2.5,,,Not on file,2002/11/15 06:00:00+00
8387,44,Good,PM2.5,,,Not on file,2002/11/14 06:00:00+00
8388,38,Good,PM2.5,,,Not on file,2002/11/13 06:00:00+00
8389,30,Good,PM2.5,,,Not on file,2002/11/12 06:00:00+00
8390,48,Good,PM2.5,,,Not on file,2002/11/11 06:00:00+00
8391,49,Good,PM2.5,,,Not on file,2002/11/08 06:00:00+00
8392,41,Good,PM2.5,,,Not on file,2002/11/07 06:00:00+00
8393,26,Good,PM2.5,,,Not on file,2002/11/06 06:00:00+00
8394,24,Good,PM2.5,,,Not on file,2002/11/05 06:00:00+00
8395,26,Good,PM2.5,,,Not on file,2002/11/04 06:00:00+00
8396,46,Good,PM2.5,1,Ragweed,Slight,2002/11/01 06:00:00+00
8397,37,Good,PM2.5,1,Ragweed,Slight,2002/10/31 06:00:00+00
8398,21,Good,PM2.5,1,Ragweed,Slight,2002/10/30 06:00:00+00
8399,56,Moderate,PM2.5,1,Ragweed,Slight,2002/10/29 06:00:00+00
8400,58,Moderate,PM2.5,1,Ragweed,Slight,2002/10/28 06:00:00+00
8401,65,Moderate,PM2.5,1,Ragweed,Slight,2002/10/25 05:00:00+00
8402,55,Moderate,PM2.5,1,Ragweed,Slight,2002/10/24 05:00:00+00
8403,43,Good,PM2.5,1,Ragweed,Slight,2002/10/23 05:00:00+00
8404,40,Good,PM2.5,1,Ragweed,Slight,2002/10/22 05:00:00+00
8405,50,Good,PM2.5,1,Ragweed,Slight,2002/10/21 05:00:00+00
8406,43,Good,PM2.5,1,Ragweed,Slight,2002/10/18 05:00:00+00
8407,49,Good,PM2.5,2,Ragweed,Slight,2002/10/17 05:00:00+00
8408,49,Good,PM2.5,1,Ragweed,Slight,2002/10/16 05:00:00+00
8409,35,Good,PM2.5,1,Ragweed,Slight,2002/10/15 05:00:00+00
8410,33,Good,PM2.5,1,Ragweed,Slight,2002/10/14 05:00:00+00
8411,67,Moderate,PM2.5,1,Ragweed,Slight,2002/10/11 05:00:00+00
8412,67,Moderate,PM2.5,1,Ragweed,Slight,2002/10/10 05:00:00+00
8413,48,Good,PM2.5,2,Ragweed,Slight,2002/10/09 05:00:00+00
8414,37,Good,PM2.5,2,Ragweed,Slight,2002/10/08 05:00:00+00
8415,36,Good,PM2.5,2,Ragweed,Slight,2002/10/07 05:00:00+00
8416,46,Good,PM2.5,17,Ragweed,Heavy,2002/10/04 05:00:00+00
8417,32,Good,PM2.5,25,Ragweed,Heavy,2002/10/03 05:00:00+00
8418,36,Good,PM2.5,5,Ragweed,Slight,2002/10/02 05:00:00+00
8419,69,Moderate,PM2.5,43,Ragweed,Extremely Heavy,2002/10/01 05:00:00+00
8420,71,Moderate,PM2.5,5,Ragweed,Slight,2002/09/30 05:00:00+00
8421,,Not on file,,,,Not on file,2002/09/29 05:00:00+00
8422,,Not on file,,,,Not on file,2002/09/28 05:00:00+00
8423,52,Moderate,PM2.5,1,Ragweed,Slight,2002/09/27 05:00:00+00
8424,66,Moderate,PM2.5,1,Ragweed,Slight,2002/09/26 05:00:00+00
8425,52,Moderate,PM2.5,5,Ragweed,Slight,2002/09/25 05:00:00+00
8426,35,Good,Ozone 8-hr,11,Ragweed,Moderate,2002/09/24 05:00:00+00
8427,52,Moderate,PM2.5,1,Ragweed,Slight,2002/09/23 05:00:00+00
8428,,Not on file,,,,Not on file,2002/09/22 05:00:00+00
8429,,Not on file,,,,Not on file,2002/09/21 05:00:00+00
8430,87,Moderate,PM2.5,3,Ragweed,Slight,2002/09/20 05:00:00+00
8431,67,Moderate,PM2.5,1,Ragweed,Slight,2002/09/19 05:00:00+00
8432,91,Moderate,PM2.5,1,Ragweed,Slight,2002/09/18 05:00:00+00
8433,87,Moderate,PM2.5,5,Ragweed,Slight,2002/09/17 05:00:00+00
8434,32,Good,PM2.5,3,Ragweed,Slight,2002/09/16 05:00:00+00
8435,,Not on file,,,,Not on file,2002/09/15 05:00:00+00
8436,,Not on file,,,,Not on file,2002/09/14 05:00:00+00
8437,47,Good,Ozone 8-hr,19,Ragweed,Heavy,2002/09/13 05:00:00+00
8438,120,Unhealthy for Sensitive Groups,PM2.5,7,Ragweed,Moderate,2002/09/12 05:00:00+00
8439,119,Unhealthy for Sensitive Groups,PM2.5,7,Ragweed,Moderate,2002/09/11 05:00:00+00
8440,104,Unhealthy for Sensitive Groups,PM2.5,3,Ragweed,Slight,2002/09/10 05:00:00+00
8441,94,Moderate,PM2.5,3,Ragweed,Slight,2002/09/09 05:00:00+00
8442,,Not on file,,,,Not on file,2002/09/08 05:00:00+00
8443,,Not on file,,,,Not on file,2002/09/07 05:00:00+00
8444,76,Moderate,PM2.5,37,Ragweed,Extremely Heavy,2002/09/06 05:00:00+00
8445,83,Moderate,PM2.5,13,Ragweed,Moderate,2002/09/05 05:00:00+00
8446,71,Moderate,PM2.5,6,Ragweed,Moderate,2002/09/04 05:00:00+00
8447,59,Moderate,PM2.5,3,Ragweed,Slight,2002/09/03 05:00:00+00
